"Referencia";"Fecha Alta";"Tipo";"Operación";"Provincia";"Superficie";"Precio Venta";"Fecha Venta";"Vendedor"
303;04/25/2004;"Oficina";"Venta";"Girona";209;1728221;08/30/2004;"Carmen"
304;04/26/2004;"Casa";"Alquiler";"Barcelona";298;2612566;02/16/2005;"Pedro"
305;04/27/2004;"Oficina";"Venta";"Girona";249;1150380;11/18/2004;"Joaquín"
306;04/27/2004;"Piso";"Venta";"Lleida";142;1055912;09/28/2004;"Jesús"
307;04/27/2004;"Industrial";"Venta";"Lleida";196;1645616;04/14/2005;"Carmen"
308;04/28/2004;"Suelo";"Alquiler";"Barcelona";228;1521216;03/16/2005;"Carmen"
309;04/28/2004;"Piso";"Alquiler";"Lleida";237;1763517;09/06/2004;"Luisa"
310;04/28/2004;"Industrial";"Venta";"Lleida";121;792792;09/23/2004;"Pedro"
311;04/28/2004;"Suelo";"Venta";"Lleida";61;605425;12/29/2004;"Carmen"
312;04/29/2004;"Industrial";"Venta";"Girona";189;1579284;01/07/2005;"Luisa"
313;04/30/2004;"Local";"Alquiler";"Barcelona";91;391391;02/13/2005;"Luisa"
314;04/30/2004;"Suelo";"Alquiler";"Tarragona";230;1386900;03/21/2005;"Joaquín"
315;05/01/2004;"Casa";"Alquiler";"Barcelona";251;2439971;02/14/2005;"Joaquín"
316;05/02/2004;"Industrial";"Alquiler";"Barcelona";261;2571111;02/07/2005;"Carmen"
317;05/02/2004;"Parking";"Alquiler";"Barcelona";251;1754992;08/26/2004;"Jesús"
318;05/02/2004;"Suelo";"Alquiler";"Lleida";46;440772;11/17/2004;"Jesús"
319;05/02/2004;"Piso";"Venta";"Tarragona";123;961368;09/04/2004;"Luisa"
320;05/02/2004;"Industrial";"Alquiler";"Girona";277;2456159;08/04/2004;"María"
321;05/03/2004;"Industrial";"Alquiler";"Girona";190;977740;08/12/2004;"Pedro"
322;05/03/2004;"Suelo";"Venta";"Barcelona";42;255906;11/09/2004;"María"
323;05/03/2004;"Parking";"Venta";"Barcelona";237;1592166;10/15/2004;"María"
324;05/04/2004;"Suelo";"Alquiler";"Barcelona";155;876060;12/31/2004;"Carmen"
325;05/04/2004;"Piso";"Venta";"Girona";60;332400;08/30/2004;"Joaquín"
326;05/04/2004;"Industrial";"Alquiler";"Barcelona";179;1227224;10/08/2004;"Luisa"
327;05/04/2004;"Suelo";"Venta";"Tarragona";180;1022040;03/28/2005;"Jesús"
328;05/04/2004;"Suelo";"Venta";"Barcelona";273;1369368;04/17/2005;"Jesús"
329;05/04/2004;"Industrial";"Venta";"Lleida";285;1922325;11/11/2004;"María"
330;05/05/2004;"Parking";"Alquiler";"Girona";125;1189250;10/26/2004;"Pedro"
331;05/05/2004;"Parking";"Alquiler";"Barcelona";205;990355;12/08/2004;"Luisa"
332;05/06/2004;"Local";"Alquiler";"Girona";138;877680;03/31/2005;"Luisa"
333;05/06/2004;"Piso";"Venta";"Barcelona";110;803000;08/25/2004;"Jesús"
334;05/07/2004;"Industrial";"Alquiler";"Tarragona";242;2110966;01/22/2005;"Pedro"
335;05/07/2004;"Piso";"Venta";"Lleida";148;634920;04/27/2005;"Joaquín"
336;05/07/2004;"Local";"Alquiler";"Tarragona";227;1394461;01/28/2005;"María"
337;05/08/2004;"Oficina";"Venta";"Girona";102;413610;09/15/2004;"Pedro"
338;05/08/2004;"Oficina";"Alquiler";"Barcelona";41;361661;01/28/2005;"Carmen"
339;05/09/2004;"Suelo";"Alquiler";"Girona";75;683175;09/04/2004;"Joaquín"
340;05/10/2004;"Suelo";"Venta";"Lleida";99;783783;12/01/2004;"Jesús"
341;05/10/2004;"Casa";"Venta";"Tarragona";229;1990697;11/02/2004;"Pedro"
342;05/10/2004;"Local";"Alquiler";"Lleida";259;1992228;12/21/2004;"Pedro"
343;05/10/2004;"Parking";"Venta";"Barcelona";175;1178100;11/12/2004;"Luisa"
344;05/10/2004;"Casa";"Venta";"Barcelona";146;1083466;09/19/2004;"Jesús"
345;05/11/2004;"Industrial";"Alquiler";"Tarragona";131;1263495;01/01/2005;"Jesús"
346;05/11/2004;"Local";"Venta";"Tarragona";202;1320676;12/23/2004;"Pedro"
347;05/11/2004;"Industrial";"Venta";"Barcelona";173;851852;09/18/2004;"Carmen"
348;05/11/2004;"Oficina";"Alquiler";"Girona";187;1560889;03/26/2005;"Joaquín"
349;05/12/2004;"Parking";"Venta";"Tarragona";234;1398852;11/01/2004;"María"
350;05/13/2004;"Oficina";"Venta";"Girona";103;680830;09/21/2004;"María"
351;05/13/2004;"Piso";"Alquiler";"Girona";75;418725;04/24/2005;"Pedro"
352;05/14/2004;"Casa";"Venta";"Tarragona";241;2060550;10/10/2004;"Luisa"
353;05/14/2004;"Piso";"Alquiler";"Tarragona";257;1980185;08/14/2004;"Carmen"
354;05/14/2004;"Piso";"Venta";"Girona";122;885476;03/30/2005;"Carmen"
355;05/14/2004;"Oficina";"Alquiler";"Tarragona";209;1181686;10/15/2004;"Carmen"
356;05/14/2004;"Parking";"Alquiler";"Lleida";154;830830;02/03/2005;"Luisa"
357;05/15/2004;"Suelo";"Venta";"Girona";196;1707944;08/19/2004;"Pedro"
358;05/15/2004;"Piso";"Venta";"Barcelona";131;1180048;11/04/2004;"Joaquín"
359;05/15/2004;"Parking";"Venta";"Lleida";130;1176630;03/18/2005;"Jesús"
360;05/16/2004;"Local";"Venta";"Barcelona";156;896220;03/19/2005;"Luisa"
361;05/17/2004;"Local";"Venta";"Lleida";291;1505925;03/10/2005;"Luisa"
362;05/18/2004;"Casa";"Venta";"Lleida";141;732495;12/02/2004;"Luisa"
363;05/18/2004;"Suelo";"Alquiler";"Girona";68;378624;03/30/2005;"Carmen"
364;05/18/2004;"Local";"Venta";"Lleida";267;1257036;12/26/2004;"Luisa"
365;05/18/2004;"Local";"Alquiler";"Tarragona";137;673355;10/16/2004;"María"
366;05/18/2004;"Oficina";"Venta";"Lleida";137;961192;05/10/2005;"Jesús"
367;05/18/2004;"Industrial";"Alquiler";"Lleida";76;501220;03/24/2005;"Jesús"
368;05/18/2004;"Casa";"Venta";"Girona";80;354320;10/18/2004;"Carmen"
369;05/19/2004;"Casa";"Alquiler";"Barcelona";149;1238339;12/27/2004;"Luisa"
370;05/19/2004;"Suelo";"Alquiler";"Tarragona";285;1377975;09/14/2004;"Jesús"
371;05/20/2004;"Oficina";"Venta";"Barcelona";230;1109980;12/08/2004;"Luisa"
372;05/20/2004;"Parking";"Alquiler";"Lleida";163;1317529;05/03/2005;"Luisa"
373;05/21/2004;"Suelo";"Alquiler";"Barcelona";131;822811;05/21/2005;"Pedro"
374;05/21/2004;"Piso";"Alquiler";"Tarragona";167;895287;11/13/2004;"Jesús"
375;05/22/2004;"Local";"Venta";"Tarragona";230;1398630;04/10/2005;"María"
376;05/23/2004;"Industrial";"Alquiler";"Lleida";247;1210053;09/04/2004;"Jesús"
377;05/24/2004;"Oficina";"Alquiler";"Barcelona";105;525210;04/16/2005;"Pedro"
378;05/24/2004;"Suelo";"Alquiler";"Girona";280;1680000;09/17/2004;"María"
379;05/24/2004;"Piso";"Venta";"Girona";108;812808;10/13/2004;"Jesús"
380;05/25/2004;"Local";"Venta";"Lleida";269;2586704;03/27/2005;"Carmen"
381;05/25/2004;"Casa";"Venta";"Girona";123;775884;10/21/2004;"Joaquín"
382;05/26/2004;"Suelo";"Alquiler";"Lleida";264;2582184;04/24/2005;"Luisa"
383;05/26/2004;"Industrial";"Alquiler";"Lleida";298;1331166;12/28/2004;"Joaquín"
384;05/26/2004;"Parking";"Venta";"Barcelona";200;1823400;10/20/2004;"Joaquín"
385;05/26/2004;"Parking";"Venta";"Barcelona";197;1746405;03/20/2005;"Luisa"
386;05/26/2004;"Parking";"Alquiler";"Girona";184;830760;09/13/2004;"Pedro"
387;05/27/2004;"Oficina";"Venta";"Barcelona";119;486472;09/04/2004;"Joaquín"
388;05/28/2004;"Parking";"Alquiler";"Girona";137;835152;02/13/2005;"Jesús"
389;05/29/2004;"Oficina";"Alquiler";"Tarragona";196;882784;02/02/2005;"Luisa"
390;05/30/2004;"Parking";"Alquiler";"Tarragona";65;389350;12/10/2004;"Luisa"
391;05/30/2004;"Suelo";"Venta";"Girona";300;1483500;03/29/2005;"Carmen"
392;05/30/2004;"Piso";"Alquiler";"Barcelona";202;1560450;02/06/2005;"Jesús"
393;05/31/2004;"Piso";"Venta";"Girona";225;1164375;03/04/2005;"Pedro"
394;05/31/2004;"Local";"Alquiler";"Barcelona";203;946792;04/17/2005;"María"
395;05/31/2004;"Casa";"Alquiler";"Girona";192;1159296;05/23/2005;"Carmen"
396;05/31/2004;"Parking";"Alquiler";"Lleida";296;1602544;09/07/2004;"Jesús"
397;06/01/2004;"Parking";"Venta";"Barcelona";177;933321;05/10/2005;"Joaquín"
398;06/01/2004;"Industrial";"Venta";"Girona";72;427824;11/08/2004;"Luisa"
399;06/01/2004;"Industrial";"Venta";"Tarragona";65;483860;01/24/2005;"Pedro"
400;06/01/2004;"Parking";"Venta";"Tarragona";208;1225120;01/22/2005;"Carmen"
401;06/02/2004;"Piso";"Alquiler";"Barcelona";271;2682900;06/02/2005;"Pedro"
402;06/02/2004;"Industrial";"Alquiler";"Lleida";278;2188138;01/21/2005;"María"
403;06/02/2004;"Piso";"Venta";"Girona";90;770040;04/26/2005;"Jesús"
404;06/03/2004;"Casa";"Alquiler";"Lleida";72;702576;03/22/2005;"Carmen"
405;06/03/2004;"Local";"Venta";"Tarragona";224;1804992;01/20/2005;"Jesús"
406;06/03/2004;"Oficina";"Venta";"Barcelona";207;1883700;02/23/2005;"Carmen"
407;06/03/2004;"Industrial";"Venta";"Barcelona";162;1383480;12/16/2004;"María"
408;06/04/2004;"Industrial";"Alquiler";"Barcelona";74;729788;01/22/2005;"Pedro"
409;06/04/2004;"Parking";"Venta";"Girona";293;1750089;04/05/2005;"Luisa"
410;06/04/2004;"Piso";"Alquiler";"Lleida";46;435252;10/30/2004;"Luisa"
411;06/05/2004;"Local";"Venta";"Girona";90;742770;11/27/2004;"Luisa"
412;06/05/2004;"Local";"Venta";"Girona";148;1268952;10/14/2004;"María"
413;06/05/2004;"Piso";"Alquiler";"Tarragona";189;1527498;05/14/2005;"Luisa"
414;06/06/2004;"Suelo";"Venta";"Lleida";56;425432;09/23/2004;"Luisa"
415;06/06/2004;"Parking";"Venta";"Barcelona";46;386584;12/17/2004;"Carmen"
416;06/07/2004;"Oficina";"Alquiler";"Lleida";201;1287807;09/11/2004;"Carmen"
417;06/07/2004;"Suelo";"Venta";"Barcelona";254;1381506;04/14/2005;"Luisa"
418;06/07/2004;"Industrial";"Alquiler";"Girona";287;2452989;01/26/2005;"Joaquín"
419;06/07/2004;"Parking";"Venta";"Girona";174;952302;12/06/2004;"Luisa"
420;06/08/2004;"Piso";"Alquiler";"Lleida";114;1019160;05/29/2005;"Carmen"
421;06/09/2004;"Suelo";"Venta";"Barcelona";135;1209735;05/05/2005;"Pedro"
422;06/09/2004;"Piso";"Alquiler";"Barcelona";126;637308;11/09/2004;"Jesús"
423;06/09/2004;"Local";"Alquiler";"Barcelona";260;1090180;12/16/2004;"Luisa"
424;06/09/2004;"Parking";"Venta";"Barcelona";261;1945755;11/06/2004;"Jesús"
425;06/09/2004;"Casa";"Venta";"Girona";173;1117753;12/11/2004;"María"
426;06/09/2004;"Oficina";"Alquiler";"Lleida";207;1042659;10/12/2004;"Jesús"
427;06/10/2004;"Piso";"Venta";"Barcelona";81;583362;05/04/2005;"Carmen"
428;06/10/2004;"Piso";"Alquiler";"Lleida";52;338364;01/04/2005;"Carmen"
429;06/11/2004;"Parking";"Alquiler";"Tarragona";271;2190493;11/02/2004;"Jesús"
430;06/11/2004;"Oficina";"Venta";"Tarragona";249;1388175;10/29/2004;"Luisa"
431;06/11/2004;"Suelo";"Alquiler";"Tarragona";153;1116441;12/19/2004;"Jesús"
432;06/12/2004;"Oficina";"Alquiler";"Lleida";205;1980300;01/01/2005;"Joaquín"
433;06/13/2004;"Suelo";"Venta";"Tarragona";144;852480;06/04/2005;"Carmen"
434;06/13/2004;"Local";"Alquiler";"Tarragona";246;1898628;12/15/2004;"Joaquín"
435;06/13/2004;"Industrial";"Alquiler";"Girona";233;1541528;02/03/2005;"Jesús"
436;06/13/2004;"Suelo";"Venta";"Tarragona";105;783195;11/20/2004;"Carmen"
437;06/14/2004;"Parking";"Venta";"Girona";107;909821;05/03/2005;"Luisa"
438;06/14/2004;"Oficina";"Venta";"Barcelona";158;1543344;12/26/2004;"Luisa"
439;06/15/2004;"Oficina";"Alquiler";"Girona";298;2524358;10/23/2004;"Luisa"
440;06/15/2004;"Parking";"Venta";"Barcelona";115;1077665;09/19/2004;"Jesús"
441;06/16/2004;"Parking";"Venta";"Barcelona";102;790602;11/09/2004;"Carmen"
442;06/16/2004;"Parking";"Venta";"Tarragona";211;872063;02/26/2005;"Pedro"
443;06/17/2004;"Piso";"Alquiler";"Girona";245;1001070;10/14/2004;"Jesús"
444;06/17/2004;"Parking";"Venta";"Barcelona";102;1005312;06/09/2005;"Luisa"
445;06/17/2004;"Local";"Alquiler";"Girona";44;189156;11/25/2004;"Jesús"
446;06/17/2004;"Casa";"Alquiler";"Tarragona";57;419178;03/18/2005;"Jesús"
447;06/17/2004;"Parking";"Alquiler";"Lleida";263;1779458;01/24/2005;"Pedro"
448;06/17/2004;"Local";"Alquiler";"Girona";234;1159470;10/02/2004;"Pedro"
449;06/17/2004;"Local";"Venta";"Girona";118;788948;04/08/2005;"Pedro"
450;06/18/2004;"Industrial";"Alquiler";"Lleida";248;1674744;05/01/2005;"Luisa"
451;06/18/2004;"Oficina";"Venta";"Barcelona";54;406998;04/25/2005;"Joaquín"
452;06/19/2004;"Suelo";"Venta";"Lleida";215;2097970;11/13/2004;"Pedro"
453;06/19/2004;"Suelo";"Venta";"Girona";185;1616900;04/08/2005;"Jesús"
454;06/19/2004;"Oficina";"Alquiler";"Barcelona";72;458568;10/06/2004;"Luisa"
455;06/20/2004;"Parking";"Alquiler";"Barcelona";244;2439512;01/02/2005;"Carmen"
456;06/20/2004;"Piso";"Venta";"Lleida";195;1797120;12/31/2004;"María"
457;06/20/2004;"Suelo";"Alquiler";"Lleida";104;511680;06/05/2005;"Luisa"
458;06/20/2004;"Piso";"Alquiler";"Barcelona";71;587880;10/03/2004;"Jesús"
459;06/21/2004;"Oficina";"Venta";"Girona";107;590426;11/03/2004;"María"
460;06/22/2004;"Oficina";"Alquiler";"Barcelona";77;322322;03/12/2005;"Joaquín"
461;06/22/2004;"Casa";"Venta";"Girona";90;412740;09/26/2004;"María"
462;06/22/2004;"Oficina";"Alquiler";"Lleida";204;924732;04/28/2005;"María"
463;06/23/2004;"Casa";"Venta";"Girona";214;1962380;06/01/2005;"Pedro"
464;06/24/2004;"Casa";"Alquiler";"Girona";143;836836;06/15/2005;"Luisa"
465;06/24/2004;"Industrial";"Alquiler";"Lleida";268;2628812;03/15/2005;"Pedro"
466;06/24/2004;"Local";"Alquiler";"Tarragona";44;242704;10/03/2004;"Joaquín"
467;06/24/2004;"Local";"Venta";"Girona";126;520758;06/16/2005;"Pedro"
468;06/24/2004;"Local";"Venta";"Tarragona";215;870105;04/02/2005;"Jesús"
469;06/24/2004;"Casa";"Alquiler";"Barcelona";65;546780;12/13/2004;"Pedro"
470;06/25/2004;"Parking";"Venta";"Tarragona";191;875544;11/01/2004;"Jesús"
471;06/25/2004;"Casa";"Venta";"Lleida";155;801350;01/14/2005;"Pedro"
472;06/25/2004;"Suelo";"Venta";"Tarragona";297;1820016;01/08/2005;"María"
473;06/25/2004;"Parking";"Alquiler";"Lleida";105;872760;03/26/2005;"Carmen"
474;06/25/2004;"Suelo";"Venta";"Girona";199;1622646;06/23/2005;"Jesús"
475;06/25/2004;"Suelo";"Alquiler";"Tarragona";136;568480;12/03/2004;"Pedro"
476;06/26/2004;"Oficina";"Alquiler";"Lleida";88;851488;05/25/2005;"Carmen"
477;06/28/2004;"Suelo";"Alquiler";"Lleida";86;855442;10/20/2004;"Jesús"
478;06/28/2004;"Suelo";"Alquiler";"Lleida";189;913248;05/13/2005;"Luisa"
479;06/28/2004;"Oficina";"Venta";"Girona";232;1028224;05/26/2005;"Luisa"
480;06/28/2004;"Suelo";"Venta";"Lleida";58;530816;10/07/2004;"Luisa"
481;06/29/2004;"Oficina";"Alquiler";"Barcelona";257;1166780;01/10/2005;"Jesús"
482;06/29/2004;"Industrial";"Venta";"Tarragona";243;1983123;06/16/2005;"María"
483;06/29/2004;"Oficina";"Venta";"Lleida";134;946710;01/04/2005;"Carmen"
484;06/30/2004;"Casa";"Venta";"Girona";153;1506438;12/03/2004;"Luisa"
485;06/30/2004;"Piso";"Alquiler";"Tarragona";122;1093608;02/27/2005;"Luisa"
486;06/30/2004;"Piso";"Venta";"Girona";283;2199476;06/04/2005;"Luisa"
487;06/30/2004;"Casa";"Venta";"Lleida";261;2475063;01/21/2005;"Carmen"
488;07/01/2004;"Piso";"Alquiler";"Lleida";185;1306840;05/17/2005;"Carmen"
489;07/01/2004;"Casa";"Venta";"Tarragona";60;253920;01/30/2005;"Luisa"
490;07/02/2004;"Parking";"Alquiler";"Barcelona";234;1911312;04/08/2005;"Luisa"
491;07/02/2004;"Piso";"Alquiler";"Girona";62;358670;06/04/2005;"Luisa"
492;07/03/2004;"Local";"Venta";"Lleida";282;1298328;03/10/2005;"Jesús"
493;07/03/2004;"Parking";"Alquiler";"Lleida";299;1948583;12/21/2004;"María"
494;07/03/2004;"Piso";"Venta";"Barcelona";274;1729762;07/03/2005;"Luisa"
495;07/03/2004;"Oficina";"Venta";"Barcelona";268;2578696;06/28/2005;"Luisa"
496;07/03/2004;"Piso";"Alquiler";"Lleida";155;1166065;12/07/2004;"Jesús"
497;07/03/2004;"Oficina";"Venta";"Girona";209;1316073;04/02/2005;"Pedro"
498;07/03/2004;"Suelo";"Alquiler";"Tarragona";110;1004740;07/03/2005;"Luisa"
499;07/04/2004;"Casa";"Venta";"Barcelona";61;531432;05/22/2005;"Joaquín"
500;07/04/2004;"Industrial";"Alquiler";"Lleida";240;2238000;05/06/2005;"Pedro"
501;07/05/2004;"Casa";"Venta";"Lleida";229;965006;02/02/2005;"Pedro"
502;07/05/2004;"Piso";"Alquiler";"Lleida";224;2087904;01/29/2005;"Jesús"
503;07/05/2004;"Piso";"Venta";"Barcelona";72;647352;06/07/2005;"María"
504;07/05/2004;"Oficina";"Venta";"Lleida";186;1216254;04/09/2005;"María"
505;07/05/2004;"Industrial";"Venta";"Tarragona";172;860172;05/16/2005;"Luisa"
506;07/05/2004;"Industrial";"Alquiler";"Tarragona";235;1207195;10/14/2004;"Luisa"
507;07/05/2004;"Industrial";"Alquiler";"Tarragona";159;1032546;11/07/2004;"Carmen"
508;07/05/2004;"Local";"Venta";"Barcelona";271;2297538;11/22/2004;"Jesús"
509;07/06/2004;"Parking";"Venta";"Tarragona";80;428240;02/01/2005;"Pedro"
510;07/06/2004;"Industrial";"Alquiler";"Barcelona";227;1175860;07/05/2005;"Joaquín"
511;07/06/2004;"Industrial";"Venta";"Lleida";40;258560;03/22/2005;"Jesús"
512;07/06/2004;"Parking";"Alquiler";"Tarragona";239;1782940;11/13/2004;"Joaquín"
513;07/06/2004;"Casa";"Alquiler";"Barcelona";191;1841622;01/21/2005;"Jesús"
514;07/07/2004;"Casa";"Venta";"Tarragona";76;741228;12/28/2004;"Luisa"
515;07/08/2004;"Oficina";"Alquiler";"Barcelona";47;262777;12/22/2004;"Carmen"
516;07/08/2004;"Oficina";"Alquiler";"Barcelona";119;720902;06/23/2005;"Carmen"
517;07/08/2004;"Industrial";"Venta";"Girona";174;1313526;01/16/2005;"Pedro"
518;07/08/2004;"Casa";"Venta";"Girona";108;638064;10/24/2004;"Luisa"
519;07/09/2004;"Piso";"Alquiler";"Barcelona";123;682773;01/30/2005;"Luisa"
520;07/09/2004;"Suelo";"Alquiler";"Lleida";42;279342;01/24/2005;"María"
521;07/09/2004;"Parking";"Venta";"Barcelona";105;740355;12/08/2004;"Luisa"
522;07/09/2004;"Casa";"Venta";"Lleida";223;1293400;03/03/2005;"Carmen"
523;07/09/2004;"Suelo";"Alquiler";"Girona";270;1429380;03/25/2005;"Carmen"
524;07/10/2004;"Piso";"Alquiler";"Barcelona";159;1536576;06/24/2005;"Pedro"
525;07/10/2004;"Parking";"Venta";"Lleida";280;1249360;01/09/2005;"Pedro"
526;07/11/2004;"Parking";"Venta";"Girona";162;1594404;03/07/2005;"María"
527;07/11/2004;"Industrial";"Alquiler";"Barcelona";231;935781;11/13/2004;"Joaquín"
528;07/12/2004;"Casa";"Alquiler";"Lleida";231;2273040;02/04/2005;"Joaquín"
529;07/12/2004;"Industrial";"Alquiler";"Lleida";206;1414602;06/14/2005;"Carmen"
530;07/12/2004;"Local";"Venta";"Lleida";86;446856;06/12/2005;"María"
531;07/12/2004;"Industrial";"Alquiler";"Barcelona";112;712768;06/14/2005;"Carmen"
532;07/12/2004;"Local";"Alquiler";"Lleida";182;999726;02/20/2005;"Carmen"
533;07/13/2004;"Parking";"Venta";"Tarragona";72;606024;04/12/2005;"Carmen"
534;07/14/2004;"Oficina";"Venta";"Girona";62;410316;12/27/2004;"Luisa"
535;07/14/2004;"Industrial";"Alquiler";"Lleida";280;1730680;05/07/2005;"Carmen"
536;07/14/2004;"Casa";"Venta";"Girona";197;1292123;06/30/2005;"Joaquín"
537;07/14/2004;"Local";"Alquiler";"Girona";117;1031121;04/30/2005;"Luisa"
538;07/15/2004;"Industrial";"Alquiler";"Girona";279;2161134;03/09/2005;"María"
539;07/16/2004;"Parking";"Alquiler";"Barcelona";111;761793;07/11/2005;"María"
540;07/16/2004;"Parking";"Alquiler";"Tarragona";87;565587;01/25/2005;"Joaquín"
541;07/16/2004;"Casa";"Alquiler";"Girona";62;251596;06/20/2005;"Jesús"
542;07/16/2004;"Oficina";"Venta";"Barcelona";182;1514968;10/24/2004;"María"
543;07/16/2004;"Industrial";"Venta";"Tarragona";101;564186;01/21/2005;"Pedro"
544;07/17/2004;"Oficina";"Venta";"Tarragona";79;694331;03/10/2005;"Carmen"
545;07/18/2004;"Local";"Venta";"Lleida";82;419348;03/12/2005;"Jesús"
546;07/20/2004;"Industrial";"Venta";"Lleida";65;628095;03/08/2005;"María"
547;07/20/2004;"Casa";"Alquiler";"Girona";200;1000000;12/13/2004;"Jesús"
548;07/20/2004;"Parking";"Venta";"Barcelona";286;2330042;10/21/2004;"Carmen"
549;07/20/2004;"Local";"Venta";"Girona";237;1403988;06/27/2005;"Carmen"
550;07/21/2004;"Casa";"Alquiler";"Lleida";275;1711325;04/27/2005;"Luisa"
551;07/21/2004;"Piso";"Alquiler";"Girona";237;2215002;10/31/2004;"Pedro"
552;07/21/2004;"Local";"Venta";"Barcelona";125;804625;06/26/2005;"Carmen"
553;07/21/2004;"Oficina";"Venta";"Barcelona";209;1568754;12/15/2004;"Pedro"
554;07/21/2004;"Parking";"Venta";"Barcelona";141;867009;11/21/2004;"Joaquín"
555;07/22/2004;"Piso";"Venta";"Girona";138;1289748;12/25/2004;"Luisa"
556;07/22/2004;"Suelo";"Venta";"Lleida";57;567492;02/08/2005;"Carmen"
557;07/23/2004;"Piso";"Alquiler";"Girona";198;1916442;04/14/2005;"Joaquín"
558;07/24/2004;"Piso";"Alquiler";"Girona";246;1875012;03/08/2005;"Luisa"
559;07/24/2004;"Local";"Alquiler";"Tarragona";188;1590104;10/26/2004;"Pedro"
560;07/25/2004;"Industrial";"Alquiler";"Tarragona";285;1412175;12/01/2004;"Pedro"
561;07/25/2004;"Parking";"Alquiler";"Lleida";53;280741;07/01/2005;"Jesús"
562;07/25/2004;"Piso";"Alquiler";"Girona";161;960526;06/21/2005;"Joaquín"
563;07/25/2004;"Piso";"Venta";"Barcelona";237;1272216;04/27/2005;"Jesús"
564;07/25/2004;"Casa";"Alquiler";"Lleida";112;513968;04/30/2005;"Jesús"
565;07/25/2004;"Suelo";"Venta";"Barcelona";147;917868;11/15/2004;"Joaquín"
566;07/26/2004;"Local";"Alquiler";"Girona";266;1881950;01/15/2005;"María"
567;07/26/2004;"Local";"Venta";"Barcelona";98;469910;01/08/2005;"Joaquín"
568;07/26/2004;"Local";"Venta";"Lleida";153;639999;05/11/2005;"Luisa"
569;07/26/2004;"Local";"Alquiler";"Tarragona";167;700398;03/07/2005;"Luisa"
570;07/27/2004;"Suelo";"Alquiler";"Lleida";79;659808;01/23/2005;"Pedro"
571;07/27/2004;"Industrial";"Alquiler";"Tarragona";44;322036;12/20/2004;"Jesús"
572;07/28/2004;"Local";"Alquiler";"Tarragona";235;1897155;07/01/2005;"Carmen"
573;07/28/2004;"Parking";"Venta";"Tarragona";243;1038825;12/14/2004;"Jesús"
574;07/28/2004;"Local";"Alquiler";"Lleida";58;251430;05/30/2005;"Carmen"
575;07/28/2004;"Parking";"Alquiler";"Barcelona";280;1877400;04/21/2005;"Joaquín"
576;07/29/2004;"Casa";"Venta";"Barcelona";54;435348;02/20/2005;"Pedro"
577;07/29/2004;"Oficina";"Venta";"Barcelona";154;889658;06/22/2005;"Joaquín"
578;07/29/2004;"Oficina";"Venta";"Girona";221;1571973;12/25/2004;"Joaquín"
579;07/29/2004;"Industrial";"Venta";"Girona";148;811780;04/17/2005;"Luisa"
580;07/30/2004;"Parking";"Venta";"Tarragona";226;1634884;07/20/2005;"María"
581;07/30/2004;"Casa";"Venta";"Tarragona";230;1742020;11/16/2004;"Jesús"
582;07/31/2004;"Industrial";"Venta";"Lleida";290;2584480;11/22/2004;"Jesús"
583;07/31/2004;"Local";"Venta";"Tarragona";297;1767744;03/23/2005;"Pedro"
584;08/01/2004;"Casa";"Alquiler";"Girona";257;1077601;02/07/2005;"Luisa"
585;08/01/2004;"Parking";"Alquiler";"Girona";161;1050203;02/04/2005;"Joaquín"
586;08/01/2004;"Oficina";"Alquiler";"Lleida";77;613921;03/23/2005;"María"
587;08/02/2004;"Piso";"Alquiler";"Barcelona";184;1286344;07/02/2005;"Joaquín"
588;08/02/2004;"Local";"Alquiler";"Tarragona";56;469168;03/08/2005;"Pedro"
589;08/02/2004;"Oficina";"Venta";"Tarragona";138;1372686;06/17/2005;"Carmen"
590;08/03/2004;"Suelo";"Venta";"Tarragona";95;627570;03/16/2005;"Carmen"
591;08/03/2004;"Suelo";"Alquiler";"Girona";46;435712;03/31/2005;"Luisa"
592;08/03/2004;"Parking";"Alquiler";"Girona";145;999630;05/01/2005;"Pedro"
593;08/04/2004;"Suelo";"Venta";"Tarragona";213;1234974;06/23/2005;"Carmen"
594;08/04/2004;"Industrial";"Alquiler";"Tarragona";171;1148436;06/29/2005;"Pedro"
595;08/04/2004;"Industrial";"Venta";"Barcelona";262;1343798;04/15/2005;"Jesús"
596;08/04/2004;"Parking";"Venta";"Lleida";62;358360;07/23/2005;"Luisa"
597;08/05/2004;"Casa";"Venta";"Lleida";71;323760;03/15/2005;"María"
598;08/06/2004;"Casa";"Venta";"Lleida";94;735456;05/02/2005;"María"
